scenario,layout,aptamer_count,active_aptamers,mean_diameter_nm,mean_receptors,active_aptamer_fraction,linker_reach_multiplier,diffusion_nm2_per_s,k_on_per_step,k_off_per_s,nonspecific_per_encounter,damage_per_encounter,activity_loss_per_encounter,single_encounter_capture,best_encounters,target_capture,false_capture_risk,damage_risk,useful_capture_score
60,clinical_grid_18,18,13,77.95991,7.07171,0.66046,0.95900,36.80714,0.17715,0.25633,0.03712,0.00934,0.02094,0.41667,6,0.95126,0.20303,0.05476,0.83832
60,clinical_dense_24,24,18,77.95991,7.07171,0.66046,0.95900,36.80714,0.17715,0.25633,0.03712,0.00934,0.02094,0.16667,10,0.80738,0.39804,0.08958,0.62642
60,clinical_hybrid_24,24,16,77.95991,7.07171,0.66046,0.95900,36.80714,0.17715,0.25633,0.03712,0.00934,0.02094,0.37500,7,0.95224,0.29903,0.06359,0.79184
60,clinical_rescue_24,24,18,77.95991,7.07171,0.66046,0.95900,36.80714,0.17715,0.25633,0.03712,0.00934,0.02094,0.37500,7,0.95224,0.29903,0.06359,0.79184
61,clinical_grid_12,12,9,81.63289,9.24949,0.60534,0.77741,29.87352,0.12586,0.29491,0.03806,0.01133,0.03712,0.12500,10,0.67436,0.22662,0.10773,0.57540
61,clinical_grid_18,18,8,81.63289,9.24949,0.60534,0.77741,29.87352,0.12586,0.29491,0.03806,0.01133,0.03712,0.12500,10,0.67436,0.32159,0.10773,0.54459
61,clinical_dense_24,24,16,81.63289,9.24949,0.60534,0.77741,29.87352,0.12586,0.29491,0.03806,0.01133,0.03712,0.16667,10,0.78265,0.40593,0.10773,0.60028
61,clinical_hybrid_24,24,12,81.63289,9.24949,0.60534,0.77741,29.87352,0.12586,0.29491,0.03806,0.01133,0.03712,0.20833,10,0.85742,0.40593,0.10773,0.65762
61,clinical_rescue_24,24,12,81.63289,9.24949,0.60534,0.77741,29.87352,0.12586,0.29491,0.03806,0.01133,0.03712,0.08333,10,0.51984,0.40593,0.10773,0.39871
62,clinical_grid_12,12,8,76.39775,8.03313,0.73227,1.02820,38.91130,0.23469,0.16874,0.05259,0.00684,0.00906,0.29167,9,0.94887,0.27471,0.05993,0.80137
62,clinical_grid_18,18,15,76.39775,8.03313,0.73227,1.02820,38.91130,0.23469,0.16874,0.05259,0.00684,0.00906,0.12500,10,0.72159,0.41736,0.06636,0.55774
62,clinical_dense_24,24,20,76.39775,8.03313,0.73227,1.02820,38.91130,0.23469,0.16874,0.05259,0.00684,0.00906,0.25000,9,0.91655,0.48017,0.05993,0.68189
62,clinical_hybrid_24,24,12,76.39775,8.03313,0.73227,1.02820,38.91130,0.23469,0.16874,0.05259,0.00684,0.00906,0.20833,10,0.89270,0.51661,0.06636,0.64673
62,clinical_rescue_24,24,19,76.39775,8.03313,0.73227,1.02820,38.91130,0.23469,0.16874,0.05259,0.00684,0.00906,0.37500,6,0.93544,0.35349,0.04036,0.75923
63,clinical_grid_12,12,7,68.54912,3.39328,0.73871,0.92581,33.76628,0.18089,0.07159,0.05953,0.00557,0.03148,0.08333,10,0.52883,0.33299,0.05431,0.43240
63,clinical_grid_18,18,14,68.54912,3.39328,0.73871,0.92581,33.76628,0.18089,0.07159,0.05953,0.00557,0.03148,0.04167,10,0.30866,0.45868,0.05431,0.23335
63,clinical_dense_24,24,18,68.54912,3.39328,0.73871,0.92581,33.76628,0.18089,0.07159,0.05953,0.00557,0.03148,0.16667,10,0.79133,0.56263,0.05431,0.55790
63,clinical_hybrid_24,24,15,68.54912,3.39328,0.73871,0.92581,33.76628,0.18089,0.07159,0.05953,0.00557,0.03148,0.04167,10,0.30866,0.56263,0.05431,0.21761
63,clinical_rescue_24,24,20,68.54912,3.39328,0.73871,0.92581,33.76628,0.18089,0.07159,0.05953,0.00557,0.03148,0.16667,10,0.79133,0.56263,0.05431,0.55790
64,clinical_grid_12,12,8,79.31531,6.53083,0.72680,1.04830,35.57211,0.13511,0.06310,0.03584,0.01167,0.03492,0.08333,10,0.52333,0.21480,0.11078,0.44901
64,clinical_grid_18,18,13,79.31531,6.53083,0.72680,1.04830,35.57211,0.13511,0.06310,0.03584,0.01167,0.03492,0.20833,10,0.86030,0.30577,0.11078,0.70052
64,clinical_dense_24,24,17,79.31531,6.53083,0.72680,1.04830,35.57211,0.13511,0.06310,0.03584,0.01167,0.03492,0.16667,10,0.78604,0.38714,0.11078,0.60931
64,clinical_hybrid_24,24,19,79.31531,6.53083,0.72680,1.04830,35.57211,0.13511,0.06310,0.03584,0.01167,0.03492,0.16667,10,0.78604,0.38714,0.11078,0.60931
64,clinical_rescue_24,24,16,79.31531,6.53083,0.72680,1.04830,35.57211,0.13511,0.06310,0.03584,0.01167,0.03492,0.29167,8,0.90881,0.32409,0.08965,0.73764
65,clinical_grid_12,12,10,68.21957,5.81858,0.57992,0.86373,35.01208,0.15116,0.29862,0.05550,0.00568,0.03260,0.08333,10,0.52703,0.31408,0.05535,0.43566
65,clinical_grid_18,18,9,68.21957,5.81858,0.57992,0.86373,35.01208,0.15116,0.29862,0.05550,0.00568,0.03260,0.00000,1,0.00000,0.05550,0.00568,0.00000
65,clinical_dense_24,24,11,68.21957,5.81858,0.57992,0.86373,35.01208,0.15116,0.29862,0.05550,0.00568,0.03260,0.04167,10,0.30739,0.53641,0.05535,0.22059
65,clinical_hybrid_24,24,16,68.21957,5.81858,0.57992,0.86373,35.01208,0.15116,0.29862,0.05550,0.00568,0.03260,0.12500,10,0.68192,0.53641,0.05535,0.48936
65,clinical_rescue_24,24,16,68.21957,5.81858,0.57992,0.86373,35.01208,0.15116,0.29862,0.05550,0.00568,0.03260,0.20833,10,0.86332,0.53641,0.05535,0.61954
66,clinical_grid_12,12,6,70.67767,6.80294,0.51690,0.98910,39.44190,0.19231,0.14040,0.04652,0.01203,0.03656,0.16667,10,0.78351,0.27025,0.11398,0.65060
66,clinical_grid_18,18,7,70.67767,6.80294,0.51690,0.98910,39.44190,0.19231,0.14040,0.04652,0.01203,0.03656,0.12500,10,0.67529,0.37898,0.11398,0.52550
66,clinical_dense_24,24,18,70.67767,6.80294,0.51690,0.98910,39.44190,0.19231,0.14040,0.04652,0.01203,0.03656,0.12500,10,0.67529,0.47290,0.11398,0.49505
66,clinical_hybrid_24,24,14,70.67767,6.80294,0.51690,0.98910,39.44190,0.19231,0.14040,0.04652,0.01203,0.03656,0.29167,8,0.90740,0.40088,0.09228,0.70209
66,clinical_rescue_24,24,12,70.67767,6.80294,0.51690,0.98910,39.44190,0.19231,0.14040,0.04652,0.01203,0.03656,0.08333,10,0.52072,0.47290,0.11398,0.38174
67,clinical_grid_12,12,8,73.15998,6.50590,0.53586,0.75192,22.48597,0.21195,0.27614,0.06014,0.00865,0.01589,0.00000,1,0.00000,0.04009,0.00865,0.00000
67,clinical_grid_18,18,10,73.15998,6.50590,0.53586,0.75192,22.48597,0.21195,0.27614,0.06014,0.00865,0.01589,0.08333,10,0.55428,0.46217,0.08317,0.41379
67,clinical_dense_24,24,11,73.15998,6.50590,0.53586,0.75192,22.48597,0.21195,0.27614,0.06014,0.00865,0.01589,0.12500,10,0.71005,0.56647,0.08317,0.49412
67,clinical_hybrid_24,24,12,73.15998,6.50590,0.53586,0.75192,22.48597,0.21195,0.27614,0.06014,0.00865,0.01589,0.16667,10,0.81500,0.56647,0.08317,0.56716
67,clinical_rescue_24,24,14,73.15998,6.50590,0.53586,0.75192,22.48597,0.21195,0.27614,0.06014,0.00865,0.01589,0.16667,10,0.81500,0.56647,0.08317,0.56716
68,clinical_grid_12,12,6,81.16603,4.79297,0.56998,1.12533,30.47080,0.17638,0.21983,0.03644,0.01912,0.01463,0.12500,10,0.71218,0.21803,0.17557,0.59555
68,clinical_grid_18,18,10,81.16603,4.79297,0.56998,1.12533,30.47080,0.17638,0.21983,0.03644,0.01912,0.01463,0.04167,10,0.32842,0.31010,0.17557,0.26045
68,clinical_dense_24,24,12,81.16603,4.79297,0.56998,1.12533,30.47080,0.17638,0.21983,0.03644,0.01912,0.01463,0.16667,10,0.81689,0.39230,0.17557,0.61631
68,clinical_hybrid_24,24,11,81.16603,4.79297,0.56998,1.12533,30.47080,0.17638,0.21983,0.03644,0.01912,0.01463,0.20833,10,0.88599,0.39230,0.17557,0.66844
68,clinical_rescue_24,24,13,81.16603,4.79297,0.56998,1.12533,30.47080,0.17638,0.21983,0.03644,0.01912,0.01463,0.25000,9,0.91123,0.36127,0.15950,0.70495
69,clinical_grid_12,12,9,81.70276,3.42856,0.69883,0.94927,40.45661,0.23112,0.23727,0.03736,0.01267,0.00533,0.08333,10,0.57201,0.22291,0.11975,0.48696
69,clinical_grid_18,18,13,81.70276,3.42856,0.69883,0.94927,40.45661,0.23112,0.23727,0.03736,0.01267,0.00533,0.04167,10,0.33988,0.31664,0.11975,0.27408
69,clinical_dense_24,24,17,81.70276,3.42856,0.69883,0.94927,40.45661,0.23112,0.23727,0.03736,0.01267,0.00533,0.12500,10,0.72791,0.40006,0.11975,0.55790
69,clinical_hybrid_24,24,20,81.70276,3.42856,0.69883,0.94927,40.45661,0.23112,0.23727,0.03736,0.01267,0.00533,0.04167,10,0.33988,0.40006,0.11975,0.26050
69,clinical_rescue_24,24,18,81.70276,3.42856,0.69883,0.94927,40.45661,0.23112,0.23727,0.03736,0.01267,0.00533,0.08333,10,0.57201,0.40006,0.11975,0.43841
70,clinical_grid_12,12,12,73.91151,5.20617,0.75651,0.97987,26.10274,0.17971,0.14920,0.04414,0.00633,0.00738,0.20833,10,0.89471,0.25822,0.06155,0.76240
70,clinical_grid_18,18,13,73.91151,5.20617,0.75651,0.97987,26.10274,0.17971,0.14920,0.04414,0.00633,0.00738,0.12500,10,0.72444,0.36331,0.06155,0.58007
70,clinical_dense_24,24,18,73.91151,5.20617,0.75651,0.97987,26.10274,0.17971,0.14920,0.04414,0.00633,0.00738,0.29167,8,0.93113,0.38448,0.04955,0.73909
70,clinical_hybrid_24,24,19,73.91151,5.20617,0.75651,0.97987,26.10274,0.17971,0.14920,0.04414,0.00633,0.00738,0.37500,6,0.93638,0.30508,0.03740,0.78315
70,clinical_rescue_24,24,17,73.91151,5.20617,0.75651,0.97987,26.10274,0.17971,0.14920,0.04414,0.00633,0.00738,0.29167,8,0.93113,0.38448,0.04955,0.73909
71,clinical_grid_12,12,3,81.56926,9.85671,0.46747,0.85550,41.45406,0.22547,0.20702,0.02741,0.01400,0.02739,0.08333,10,0.53542,0.16842,0.13146,0.46777
71,clinical_grid_18,18,7,81.56926,9.85671,0.46747,0.85550,41.45406,0.22547,0.20702,0.02741,0.01400,0.02739,0.12500,10,0.69066,0.24265,0.13146,0.57894
71,clinical_dense_24,24,13,81.56926,9.85671,0.46747,0.85550,41.45406,0.22547,0.20702,0.02741,0.01400,0.02739,0.12500,10,0.69066,0.31086,0.13146,0.55647
71,clinical_hybrid_24,24,10,81.56926,9.85671,0.46747,0.85550,41.45406,0.22547,0.20702,0.02741,0.01400,0.02739,0.20833,10,0.87003,0.31086,0.13146,0.70099
71,clinical_rescue_24,24,9,81.56926,9.85671,0.46747,0.85550,41.45406,0.22547,0.20702,0.02741,0.01400,0.02739,0.29167,9,0.93499,0.28472,0.11914,0.76845
72,clinical_grid_12,12,7,79.01994,9.10037,0.58042,0.95239,38.09970,0.14055,0.20371,0.05616,0.01330,0.01693,0.12500,10,0.70829,0.31722,0.12535,0.56980
72,clinical_grid_18,18,9,79.01994,9.10037,0.58042,0.95239,38.09970,0.14055,0.20371,0.05616,0.01330,0.01693,0.20833,10,0.88316,0.43897,0.12535,0.65908
72,clinical_dense_24,24,15,79.01994,9.10037,0.58042,0.95239,38.09970,0.14055,0.20371,0.05616,0.01330,0.01693,0.20833,9,0.85774,0.50365,0.11356,0.61624
72,clinical_hybrid_24,24,16,79.01994,9.10037,0.58042,0.95239,38.09970,0.14055,0.20371,0.05616,0.01330,0.01693,0.16667,10,0.81343,0.54082,0.12535,0.56744
72,clinical_rescue_24,24,9,79.01994,9.10037,0.58042,0.95239,38.09970,0.14055,0.20371,0.05616,0.01330,0.01693,0.29167,7,0.89706,0.42005,0.08949,0.68645
73,clinical_grid_12,12,9,75.08290,5.91688,0.77558,1.06865,45.75314,0.10508,0.27410,0.02311,0.01224,0.01814,0.04167,10,0.32420,0.14381,0.11585,0.28868
73,clinical_grid_18,18,15,75.08290,5.91688,0.77558,1.06865,45.75314,0.10508,0.27410,0.02311,0.01224,0.01814,0.08333,10,0.55055,0.20848,0.11585,0.47317
73,clinical_dense_24,24,20,75.08290,5.91688,0.77558,1.06865,45.75314,0.10508,0.27410,0.02311,0.01224,0.01814,0.08333,10,0.55055,0.26872,0.11585,0.45725
73,clinical_hybrid_24,24,20,75.08290,5.91688,0.77558,1.06865,45.75314,0.10508,0.27410,0.02311,0.01224,0.01814,0.16667,10,0.81162,0.26872,0.11585,0.67408
73,clinical_rescue_24,24,16,75.08290,5.91688,0.77558,1.06865,45.75314,0.10508,0.27410,0.02311,0.01224,0.01814,0.12500,10,0.70625,0.26872,0.11585,0.58657
74,clinical_grid_12,12,4,73.64561,6.24952,0.45021,1.03610,46.48859,0.12582,0.29326,0.02291,0.01974,0.02287,0.08333,10,0.54278,0.14263,0.18078,0.47217
74,clinical_grid_18,18,8,73.64561,6.24952,0.45021,1.03610,46.48859,0.12582,0.29326,0.02291,0.01974,0.02287,0.08333,10,0.54278,0.20684,0.18078,0.45585
74,clinical_dense_24,24,12,73.64561,6.24952,0.45021,1.03610,46.48859,0.12582,0.29326,0.02291,0.01974,0.02287,0.00000,1,0.00000,0.03054,0.01974,0.00000
74,clinical_hybrid_24,24,14,73.64561,6.24952,0.45021,1.03610,46.48859,0.12582,0.29326,0.02291,0.01974,0.02287,0.08333,10,0.54278,0.26668,0.18078,0.44064
74,clinical_rescue_24,24,13,73.64561,6.24952,0.45021,1.03610,46.48859,0.12582,0.29326,0.02291,0.01974,0.02287,0.20833,10,0.87577,0.26668,0.18078,0.71097
75,clinical_grid_12,12,7,77.07932,9.54524,0.50229,0.95929,29.09721,0.14316,0.25289,0.01477,0.01477,0.02953,0.12500,10,0.68706,0.09424,0.13825,0.62301
75,clinical_grid_18,18,10,77.07932,9.54524,0.50229,0.95929,29.09721,0.14316,0.25289,0.01477,0.01477,0.02953,0.12500,10,0.68706,0.13830,0.13825,0.60861
75,clinical_dense_24,24,11,77.07932,9.54524,0.50229,0.95929,29.09721,0.14316,0.25289,0.01477,0.01477,0.02953,0.08333,10,0.53195,0.18041,0.13825,0.46055
75,clinical_hybrid_24,24,13,77.07932,9.54524,0.50229,0.95929,29.09721,0.14316,0.25289,0.01477,0.01477,0.02953,0.08333,10,0.53195,0.18041,0.13825,0.46055
75,clinical_rescue_24,24,10,77.07932,9.54524,0.50229,0.95929,29.09721,0.14316,0.25289,0.01477,0.01477,0.02953,0.29167,10,0.94812,0.18041,0.13825,0.82086
76,clinical_grid_12,12,7,80.21752,6.16629,0.50424,0.75689,25.21961,0.15678,0.08988,0.06922,0.00979,0.02489,0.00000,1,0.00000,0.04615,0.00979,0.00000
76,clinical_grid_18,18,13,80.21752,6.16629,0.50424,0.75689,25.21961,0.15678,0.08988,0.06922,0.00979,0.02489,0.04167,10,0.31623,0.51195,0.09367,0.22757
76,clinical_dense_24,24,16,80.21752,6.16629,0.50424,0.75689,25.21961,0.15678,0.08988,0.06922,0.00979,0.02489,0.08333,10,0.53947,0.62029,0.09367,0.35995
76,clinical_hybrid_24,24,10,80.21752,6.16629,0.50424,0.75689,25.21961,0.15678,0.08988,0.06922,0.00979,0.02489,0.16667,10,0.80139,0.62029,0.09367,0.53472
76,clinical_rescue_24,24,13,80.21752,6.16629,0.50424,0.75689,25.21961,0.15678,0.08988,0.06922,0.00979,0.02489,0.08333,10,0.53947,0.62029,0.09367,0.35995
77,clinical_grid_12,12,9,74.47791,5.83041,0.60773,0.95463,27.10969,0.16838,0.21295,0.03029,0.00628,0.01531,0.08333,10,0.55524,0.18453,0.06110,0.49323
77,clinical_grid_18,18,10,74.47791,5.83041,0.60773,0.95463,27.10969,0.16838,0.21295,0.03029,0.00628,0.01531,0.12500,10,0.71102,0.26477,0.06110,0.60370
77,clinical_dense_24,24,13,74.47791,5.83041,0.60773,0.95463,27.10969,0.16838,0.21295,0.03029,0.00628,0.01531,0.16667,10,0.81587,0.33783,0.06110,0.66355
77,clinical_hybrid_24,24,12,74.47791,5.83041,0.60773,0.95463,27.10969,0.16838,0.21295,0.03029,0.00628,0.01531,0.20833,10,0.88515,0.33783,0.06110,0.71990
77,clinical_rescue_24,24,13,74.47791,5.83041,0.60773,0.95463,27.10969,0.16838,0.21295,0.03029,0.00628,0.01531,0.20833,10,0.88515,0.33783,0.06110,0.71990
78,clinical_grid_12,12,9,68.80395,6.14846,0.80172,1.09921,31.89179,0.19617,0.12723,0.03607,0.01706,0.02069,0.12500,10,0.70195,0.21606,0.15810,0.59147
78,clinical_grid_18,18,13,68.80395,6.14846,0.80172,1.09921,31.89179,0.19617,0.12723,0.03607,0.01706,0.02069,0.12500,10,0.70195,0.30746,0.15810,0.56117
78,clinical_dense_24,24,19,68.80395,6.14846,0.80172,1.09921,31.89179,0.19617,0.12723,0.03607,0.01706,0.02069,0.29167,8,0.92068,0.32587,0.12862,0.73598
78,clinical_hybrid_24,24,20,68.80395,6.14846,0.80172,1.09921,31.89179,0.19617,0.12723,0.03607,0.01706,0.02069,0.33333,7,0.92812,0.29181,0.11349,0.76121
78,clinical_rescue_24,24,17,68.80395,6.14846,0.80172,1.09921,31.89179,0.19617,0.12723,0.03607,0.01706,0.02069,0.20833,10,0.87850,0.38916,0.15810,0.66841
79,clinical_grid_12,12,6,77.57211,8.71871,0.61489,1.00074,54.29497,0.12310,0.26509,0.06681,0.01574,0.03021,0.08333,10,0.53086,0.36594,0.14671,0.41146
79,clinical_grid_18,18,9,77.57211,8.71871,0.61489,1.00074,54.29497,0.12310,0.26509,0.06681,0.01574,0.03021,0.12500,10,0.68593,0.49915,0.14671,0.48831
79,clinical_dense_24,24,16,77.57211,8.71871,0.61489,1.00074,54.29497,0.12310,0.26509,0.06681,0.01574,0.03021,0.20833,9,0.84133,0.56816,0.13306,0.57428
79,clinical_hybrid_24,24,14,77.57211,8.71871,0.61489,1.00074,54.29497,0.12310,0.26509,0.06681,0.01574,0.03021,0.37500,6,0.92321,0.42867,0.09080,0.70228
79,clinical_rescue_24,24,13,77.57211,8.71871,0.61489,1.00074,54.29497,0.12310,0.26509,0.06681,0.01574,0.03021,0.20833,9,0.84133,0.56816,0.13306,0.57428
80,clinical_grid_12,12,10,81.21503,8.33987,0.86022,0.75891,36.06157,0.18206,0.09182,0.01862,0.00369,0.03531,0.00000,1,0.00000,0.01241,0.00369,0.00000
80,clinical_grid_18,18,15,81.21503,8.33987,0.86022,0.75891,36.06157,0.18206,0.09182,0.01862,0.00369,0.03531,0.08333,10,0.52272,0.17132,0.03633,0.47187
80,clinical_dense_24,24,19,81.21503,8.33987,0.86022,0.75891,36.06157,0.18206,0.09182,0.01862,0.00369,0.03531,0.20833,10,0.85980,0.22225,0.03633,0.75454
80,clinical_hybrid_24,24,17,81.21503,8.33987,0.86022,0.75891,36.06157,0.18206,0.09182,0.01862,0.00369,0.03531,0.16667,10,0.78545,0.22225,0.03633,0.68929
80,clinical_rescue_24,24,21,81.21503,8.33987,0.86022,0.75891,36.06157,0.18206,0.09182,0.01862,0.00369,0.03531,0.20833,10,0.85980,0.22225,0.03633,0.75454
