scenario,layout,formulation,aptamer_count,active_aptamers,single_capture,best_zones,target_capture,false_capture_risk,damage_risk,useful_capture
17,sunflower_20,mixed_spacer_antifouling,20,18,0.27778,12,0.97296,0.19492,0.01724,0.87284
18,sunflower_20,mixed_spacer_antifouling,20,20,0.22222,16,0.97145,0.08849,0.05310,0.91121
19,sunflower_20,mixed_spacer_antifouling,20,20,0.33333,10,0.97489,0.18890,0.01370,0.87858
20,sunflower_20,mixed_spacer_antifouling,20,10,0.38889,11,0.99420,0.04384,0.00750,0.96986
21,sunflower_20,mixed_spacer_antifouling,20,12,0.33333,11,0.98266,0.12210,0.01700,0.91718
22,sunflower_20,mixed_spacer_antifouling,20,20,0.27778,12,0.97617,0.18428,0.02449,0.87863
23,sunflower_20,mixed_spacer_antifouling,20,18,0.22222,16,0.97845,0.10177,0.03462,0.91741
24,sunflower_20,mixed_spacer_antifouling,20,13,0.27778,12,0.97749,0.13848,0.02689,0.90125
25,sunflower_20,mixed_spacer_antifouling,20,18,0.05556,16,0.57998,0.31131,0.05682,0.47997
26,sunflower_20,mixed_spacer_antifouling,20,19,0.50000,8,0.99524,0.02781,0.01706,0.97554
27,sunflower_20,mixed_spacer_antifouling,20,20,0.27778,12,0.96988,0.20442,0.01599,0.86587
28,sunflower_20,mixed_spacer_antifouling,20,16,0.22222,14,0.96261,0.24264,0.02006,0.83988
29,sunflower_20,mixed_spacer_antifouling,20,19,0.22222,13,0.94985,0.25584,0.04370,0.81568
30,sunflower_20,mixed_spacer_antifouling,20,20,0.33333,10,0.97604,0.16691,0.04047,0.88192
31,sunflower_20,mixed_spacer_antifouling,20,15,0.11111,16,0.81026,0.09012,0.01562,0.76952
32,sunflower_20,mixed_spacer_antifouling,20,16,0.05556,16,0.55116,0.17768,0.04580,0.49415
33,sunflower_20,mixed_spacer_antifouling,20,20,0.16667,16,0.93774,0.23182,0.02573,0.82158
34,sunflower_20,mixed_spacer_antifouling,20,16,0.44444,9,0.99237,0.05137,0.02398,0.95876
35,sunflower_20,mixed_spacer_antifouling,20,20,0.44444,7,0.98088,0.13141,0.02802,0.90745
36,sunflower_20,mixed_spacer_antifouling,20,20,0.22222,15,0.97103,0.20452,0.03197,0.86198
1,sunflower_24,mixed_spacer_antifouling,24,24,0.50000,6,0.98297,0.14780,0.01665,0.90503
2,sunflower_24,mixed_spacer_antifouling,24,21,0.33333,9,0.96995,0.16564,0.01939,0.88358
3,sunflower_24,mixed_spacer_antifouling,24,21,0.16667,16,0.93436,0.12384,0.01741,0.87116
4,sunflower_24,mixed_spacer_antifouling,24,18,0.11111,16,0.84138,0.29298,0.05082,0.70536
5,sunflower_24,mixed_spacer_antifouling,24,23,0.33333,11,0.98336,0.10397,0.03430,0.92104
6,sunflower_24,mixed_spacer_antifouling,24,24,0.16667,16,0.91760,0.33290,0.03911,0.75440
7,sunflower_24,mixed_spacer_antifouling,24,24,0.33333,10,0.97783,0.15659,0.00755,0.89889
8,sunflower_24,mixed_spacer_antifouling,24,13,0.22222,13,0.95181,0.28409,0.01703,0.81174
9,sunflower_24,mixed_spacer_antifouling,24,20,0.11111,16,0.80252,0.25955,0.01634,0.69438
10,sunflower_24,mixed_spacer_antifouling,24,22,0.50000,7,0.98908,0.06652,0.00826,0.95342
11,sunflower_24,mixed_spacer_antifouling,24,24,0.33333,9,0.97053,0.17119,0.03458,0.87672
12,sunflower_24,mixed_spacer_antifouling,24,16,0.16667,16,0.92054,0.26361,0.05840,0.78287
13,sunflower_24,mixed_spacer_antifouling,24,18,0.27778,10,0.95591,0.23671,0.03285,0.83309
14,sunflower_24,mixed_spacer_antifouling,24,19,0.05556,16,0.55987,0.13259,0.05764,0.51221
15,sunflower_24,mixed_spacer_antifouling,24,19,0.16667,16,0.92610,0.22633,0.03439,0.81141
16,sunflower_24,mixed_spacer_antifouling,24,24,0.22222,13,0.95651,0.22339,0.03964,0.83788
17,sunflower_24,mixed_spacer_antifouling,24,23,0.27778,11,0.96431,0.21253,0.01610,0.85698
18,sunflower_24,mixed_spacer_antifouling,24,20,0.33333,12,0.98787,0.08005,0.04216,0.93434
19,sunflower_24,mixed_spacer_antifouling,24,24,0.27778,11,0.96053,0.24190,0.01474,0.84000
20,sunflower_24,mixed_spacer_antifouling,24,15,0.27778,16,0.99224,0.07530,0.01016,0.95148
21,sunflower_24,mixed_spacer_antifouling,24,20,0.33333,11,0.98266,0.14482,0.01700,0.90608
22,sunflower_24,mixed_spacer_antifouling,24,24,0.16667,16,0.93665,0.27853,0.03091,0.79748
23,sunflower_24,mixed_spacer_antifouling,24,21,0.38889,10,0.99152,0.07739,0.02382,0.94521
24,sunflower_24,mixed_spacer_antifouling,24,22,0.38889,9,0.98686,0.12569,0.02157,0.91786
25,sunflower_24,mixed_spacer_antifouling,24,22,0.16667,15,0.92536,0.34333,0.05391,0.75205
26,sunflower_24,mixed_spacer_antifouling,24,20,0.38889,11,0.99432,0.04549,0.02166,0.96434
27,sunflower_24,mixed_spacer_antifouling,24,24,0.44444,7,0.97855,0.14819,0.01069,0.90265
28,sunflower_24,mixed_spacer_antifouling,24,19,0.11111,16,0.82635,0.31745,0.02240,0.68974
29,sunflower_24,mixed_spacer_antifouling,24,22,0.22222,13,0.94985,0.29912,0.04370,0.79544
30,sunflower_24,mixed_spacer_antifouling,24,24,0.44444,7,0.97914,0.14245,0.03128,0.89945
31,sunflower_24,mixed_spacer_antifouling,24,14,0.05556,16,0.55485,0.10721,0.01562,0.52224
32,sunflower_24,mixed_spacer_antifouling,24,16,0.11111,16,0.80694,0.20946,0.04580,0.71085
33,sunflower_24,mixed_spacer_antifouling,24,23,0.22222,14,0.96546,0.24223,0.02305,0.84168
34,sunflower_24,mixed_spacer_antifouling,24,20,0.44444,9,0.99237,0.06136,0.02398,0.95384
35,sunflower_24,mixed_spacer_antifouling,24,24,0.33333,9,0.96923,0.19572,0.03353,0.86412
36,sunflower_24,mixed_spacer_antifouling,24,22,0.22222,14,0.96385,0.22636,0.03022,0.84572
1,four_patch_24,mixed_spacer_antifouling,24,24,0.44444,7,0.98202,0.17022,0.01848,0.89263
2,four_patch_24,mixed_spacer_antifouling,24,18,0.22222,14,0.96357,0.24549,0.02735,0.83721
3,four_patch_24,mixed_spacer_antifouling,24,23,0.27778,14,0.98607,0.10924,0.01559,0.92712
4,four_patch_24,mixed_spacer_antifouling,24,16,0.27778,11,0.97036,0.21207,0.03770,0.85602
5,four_patch_24,mixed_spacer_antifouling,24,22,0.11111,16,0.81501,0.14759,0.04627,0.74264
6,four_patch_24,mixed_spacer_antifouling,24,24,0.27778,11,0.95920,0.24294,0.02897,0.83415
7,four_patch_24,mixed_spacer_antifouling,24,20,0.27778,12,0.97347,0.18483,0.00871,0.88082
8,four_patch_24,mixed_spacer_antifouling,24,9,0.16667,16,0.93054,0.33723,0.02019,0.76817
9,four_patch_24,mixed_spacer_antifouling,24,18,0.22222,14,0.95325,0.23121,0.01463,0.83873
10,four_patch_24,mixed_spacer_antifouling,24,23,0.27778,14,0.98194,0.12861,0.01400,0.91430
11,four_patch_24,mixed_spacer_antifouling,24,24,0.22222,13,0.95557,0.23755,0.04584,0.82856
12,four_patch_24,mixed_spacer_antifouling,24,20,0.22222,14,0.95489,0.23490,0.05242,0.82728
13,four_patch_24,mixed_spacer_antifouling,24,18,0.16667,16,0.93516,0.35091,0.04764,0.75822
14,four_patch_24,mixed_spacer_antifouling,24,13,0.00000,1,0.00000,0.00885,0.01242,0.00000
15,four_patch_24,mixed_spacer_antifouling,24,19,0.11111,16,0.81521,0.22633,0.03439,0.71425
16,four_patch_24,mixed_spacer_antifouling,24,24,0.16667,16,0.93770,0.26741,0.04690,0.79899
17,four_patch_24,mixed_spacer_antifouling,24,23,0.22222,14,0.95998,0.26221,0.01952,0.82843
18,four_patch_24,mixed_spacer_antifouling,24,21,0.27778,14,0.98306,0.09276,0.04764,0.92184
19,four_patch_24,mixed_spacer_antifouling,24,23,0.05556,16,0.55065,0.33157,0.01995,0.45616
20,four_patch_24,mixed_spacer_antifouling,24,19,0.27778,16,0.99224,0.07530,0.01016,0.95148
21,four_patch_24,mixed_spacer_antifouling,24,18,0.27778,12,0.97073,0.15690,0.01820,0.88888
22,four_patch_24,mixed_spacer_antifouling,24,24,0.16667,16,0.93665,0.27853,0.03091,0.79748
23,four_patch_24,mixed_spacer_antifouling,24,22,0.22222,16,0.97845,0.12092,0.03462,0.90816
24,four_patch_24,mixed_spacer_antifouling,24,13,0.38889,9,0.98686,0.12569,0.02157,0.91786
25,four_patch_24,mixed_spacer_antifouling,24,21,0.22222,12,0.94440,0.28570,0.04514,0.79670
26,four_patch_24,mixed_spacer_antifouling,24,21,0.27778,15,0.98994,0.06151,0.02776,0.95017
27,four_patch_24,mixed_spacer_antifouling,24,24,0.16667,16,0.92131,0.30692,0.02022,0.77441
28,four_patch_24,mixed_spacer_antifouling,24,21,0.11111,16,0.82635,0.31745,0.02240,0.68974
29,four_patch_24,mixed_spacer_antifouling,24,23,0.16667,16,0.92755,0.35431,0.05167,0.74943
30,four_patch_24,mixed_spacer_antifouling,24,24,0.44444,7,0.97914,0.14245,0.03128,0.89945
31,four_patch_24,mixed_spacer_antifouling,24,18,0.22222,16,0.97036,0.10721,0.01562,0.91332
32,four_patch_24,mixed_spacer_antifouling,24,16,0.11111,16,0.80694,0.20946,0.04580,0.71085
33,four_patch_24,mixed_spacer_antifouling,24,23,0.05556,16,0.58228,0.27167,0.02573,0.49866
34,four_patch_24,mixed_spacer_antifouling,24,18,0.38889,10,0.98903,0.06794,0.02596,0.94675
35,four_patch_24,mixed_spacer_antifouling,24,24,0.27778,11,0.96607,0.23372,0.03901,0.84152
36,four_patch_24,mixed_spacer_antifouling,24,23,0.22222,14,0.96385,0.22636,0.03022,0.84572
